,locus_ID,20190709-RC1-AM-BOTTOMTPM,20190709-RC7-AM-BOTTOMTPM,20190716-RC1-AM-BOTTOMTPM,20190716-RC1-AM-TOPTPM,20190716-RC2-AM-BOTTOMTPM,20190716-RC7-AM-BOTTOMTPM,20190716-RC9-AM-BOTTOMTPM,20190723-RC1-AM-BOTTOMTPM,20190723-RC2-AM-BOTTOMTPM,20190723-RC7-AM-BOTTOMTPM,20190723-RC9-AM-BOTTOMTPM,20190730-RC1-AM-BOTTOMTPM,20190730-RC2-AM-BOTTOM-BUOYTPM,20190730-RC7-AM-BOTTOMTPM,20190730-RC9-AM-BOTTOMTPM
1648,NODE_1069_length_8781_cov_18.779853,283.259491,253.786869,651.624943,390.276922,312.821346,404.93681,423.68978,597.690112,491.140118,365.56638,252.704492,403.770915,474.616807,335.131418,356.76282
1649,NODE_1277_length_7797_cov_17.897830,311.933734,243.885465,604.855705,387.945508,188.279783,415.444058,365.173284,437.628366,389.030371,315.099034,334.299793,433.532413,476.142048,383.690853,350.516772
1650,NODE_1733_length_6345_cov_20.309062,308.0827,296.322611,746.289767,462.751076,290.427131,461.421537,386.358471,630.383057,480.264449,458.461117,335.739288,329.375676,342.810096,433.670802,405.160114
1651,NODE_1940_length_5851_cov_22.090062,345.264003,363.577493,794.893687,617.601582,520.659474,612.758712,454.817895,978.686383,730.6683,583.765301,586.213882,626.402387,678.474343,507.538378,530.385759
1652,NODE_2018_length_5710_cov_21.421397,429.12426,575.188602,733.499215,615.191933,655.168162,371.253788,322.857793,451.592987,374.604822,366.371858,368.026394,214.101186,409.216912,371.730192,318.10491
1653,NODE_2353_length_5162_cov_17.721559,309.4582,254.078975,451.925076,391.468535,313.99197,411.780721,305.092594,445.373303,445.277319,309.138554,306.26599,424.171971,348.010324,412.41934,387.100769
1654,NODE_2634_length_4819_cov_21.801637,357.770936,348.889134,543.223969,463.380439,250.351773,419.313823,455.654301,776.987039,398.344726,387.178243,394.582564,510.014303,487.246879,354.202461,305.581118
1655,NODE_2809_length_4624_cov_11.069162,120.015488,185.367858,384.630166,348.650706,231.097163,260.168952,341.772967,389.860799,266.061052,166.758044,198.285244,209.106392,203.386385,203.312785,242.383206
1656,NODE_3285_length_4152_cov_18.099829,372.743255,236.871253,588.186819,201.213594,190.908852,449.405782,348.849521,523.11591,399.723099,258.153277,332.60419,552.624513,435.75743,413.318201,342.354916
1657,NODE_3359_length_4099_cov_26.334075,664.843687,622.642779,504.351561,790.187898,819.380805,535.794172,555.547839,671.523855,508.720995,704.923959,501.299456,366.187672,480.000301,429.345032,404.786215
1658,NODE_3990_length_3654_cov_19.823006,272.507429,322.157243,568.137088,387.913418,653.904222,332.025603,474.305817,498.022016,424.735368,491.470037,479.292489,315.644623,389.444096,342.311322,179.267842
1659,NODE_5033_length_3127_cov_18.057292,401.033988,278.764625,668.219707,304.509322,271.515036,319.617508,312.617084,492.586215,362.50956,443.578962,321.317716,714.663552,432.837874,319.637973,441.377091
1660,NODE_5452_length_2977_cov_19.375428,337.879736,366.983116,543.608223,409.797751,349.40071,392.616246,658.398776,518.794037,434.426062,385.903468,326.346915,722.551324,643.445601,600.081813,525.501926
1661,NODE_5507_length_2958_cov_21.529108,106.30311,358.915122,418.498634,430.516522,303.790064,395.265247,378.772787,522.314037,503.643279,398.742277,328.563849,515.277092,485.845228,633.620982,305.231809
1662,NODE_5766_length_2872_cov_23.842386,460.604529,653.433997,564.465725,721.75607,626.709497,446.546769,659.367132,410.562291,451.205689,411.357618,301.321826,656.670063,473.331255,410.450719,251.92451
1663,NODE_5872_length_2840_cov_23.484740,310.729219,363.673274,604.741006,674.18494,317.069269,550.069748,395.382741,571.257924,525.759094,448.277734,343.03629,537.926802,366.259081,553.791334,276.175121
1664,NODE_5901_length_2827_cov_33.972222,624.481881,730.886412,708.938764,809.198469,821.661838,572.473446,769.772953,652.318238,500.50957,847.289472,421.311073,731.324871,792.691271,664.69189,811.213913
1665,NODE_8615_length_2245_cov_23.155251,199.592977,184.067883,258.434566,216.594106,556.555207,428.458948,475.901928,233.576789,515.38531,630.660318,408.314629,772.413422,614.740567,671.963916,655.257261
1666,k141_498984_length_2142_cov_33.2669,1769.483487,2174.428406,2128.317439,1949.277121,3376.132517,2014.107621,2001.994367,2421.911023,1962.7096,2437.020503,1855.635941,2437.390347,3916.833023,2099.629977,1952.970549
1667,NODE_11349_length_1928_cov_10.896423,403.331466,83.459131,304.135372,312.132459,277.223745,296.767555,336.425517,432.774854,418.926339,290.871233,288.941742,527.164027,468.544286,256.281789,257.548129
1668,NODE_12484_length_1832_cov_20.809792,248.744276,211.774038,535.573973,570.052686,479.384822,344.987385,355.617073,707.182863,465.041733,307.509632,346.281394,456.014399,270.124025,517.282466,272.322325
1669,NODE_16377_length_1590_cov_25.691205,290.689713,391.889325,312.338045,455.941243,776.972268,549.057646,92.298779,486.274753,465.760465,179.661367,357.288606,177.648349,420.537155,431.822189,278.564424
1670,NODE_182_length_29471_cov_29.494765,579.367264,785.039511,520.374298,29.130762,685.013982,1160.235659,1049.976154,14.25623,36.766742,342.287693,852.349493,396.970295,336.439614,688.828529,938.670806
1671,NODE_185_length_28893_cov_33.276857,566.134838,880.088729,575.069425,38.45693,816.293155,1065.573242,1246.90577,14.542988,36.212868,375.856839,913.326396,393.254602,348.484351,687.94022,1002.216632
1672,NODE_193_length_27803_cov_29.551896,456.968066,807.794,446.65165,36.339289,711.662452,1134.389571,1120.521285,12.596991,33.60755,283.090795,800.352728,393.268235,392.403626,612.38932,888.152557
1673,NODE_213_length_26096_cov_24.962405,447.982966,729.812894,451.519484,34.857709,699.454854,1023.155806,917.462166,8.0556,35.818909,314.980495,712.608821,297.987356,324.629475,539.660991,817.022215
1674,NODE_228_length_25125_cov_33.653929,553.710778,918.125366,476.336098,58.34375,759.093852,1250.751262,1110.211047,39.054815,49.119451,420.230176,953.703086,472.867814,343.32538,760.760035,1175.083166
1675,NODE_229_length_24995_cov_34.308220,602.192933,859.813995,519.033884,32.358138,741.314198,1243.36331,1209.690698,25.238076,41.895214,384.341445,918.260284,410.367726,366.500751,796.328708,1084.900191
1676,NODE_243_length_23776_cov_30.942203,507.120548,855.9678,453.549827,34.028231,712.838008,1206.572203,1120.126307,8.846892,31.469393,382.327652,867.653428,381.198864,330.808221,713.297712,981.701658
1677,NODE_272_length_22141_cov_43.415376,677.652541,1136.923704,668.934013,41.128967,1087.291538,1628.740758,1526.93074,15.841461,64.238003,538.549385,1297.639879,502.275335,500.319244,1010.521954,1344.959834
1678,NODE_286_length_21667_cov_29.958495,465.416454,797.569267,438.892854,42.03533,675.947765,1186.89436,1192.828882,9.714335,31.098951,358.502878,838.791683,315.903289,331.488678,633.494854,879.320096
1679,NODE_317_length_20431_cov_35.830830,581.963864,983.331311,595.458099,49.553452,871.733205,1295.773714,1121.26492,6.871058,32.994568,466.607008,983.969985,393.814009,344.204427,751.544503,983.51225
1680,NODE_330_length_19827_cov_31.603024,560.449201,851.11987,516.819,38.306352,741.413577,1287.06529,1098.2353,10.62308,43.454083,412.436115,977.845966,440.450987,435.747698,734.73463,947.099377
1681,NODE_354_length_18613_cov_25.686981,481.076913,745.233486,462.257249,35.382689,619.429772,1096.177764,947.159552,11.321871,40.271194,332.388556,734.13812,335.957936,353.432373,586.176537,821.104423
1682,NODE_362_length_18396_cov_29.019192,503.135472,802.750979,557.319725,49.574321,750.177242,1117.919944,1195.296354,15.275439,63.162861,319.053837,815.668781,377.210009,307.73235,636.164766,899.593317
1683,NODE_366_length_18271_cov_27.501208,542.793295,790.328199,546.129961,38.823895,643.537733,1034.993033,1064.106551,11.535641,43.082955,314.924997,862.645616,318.85521,272.169647,579.006489,871.205098
1684,NODE_376_length_18008_cov_42.622124,309.531152,398.246088,198.944204,24.18634,419.263748,682.755413,683.117059,7.803736,18.46536,213.010607,724.972817,193.64569,335.954146,484.511232,688.544245
1685,NODE_386_length_17564_cov_43.489634,401.45759,784.453968,426.834983,38.683735,686.998749,951.84363,922.243489,0.0,30.165954,270.657267,431.938901,269.845553,139.129859,558.729839,622.688339
1686,NODE_396_length_17356_cov_35.950928,571.666781,882.244954,664.850019,35.048103,811.196532,1339.415784,1163.200956,32.398323,47.535233,395.011198,1076.799893,533.356559,418.935765,741.852411,1086.494577
1687,NODE_441_length_16158_cov_31.493076,688.942271,869.739018,516.071411,18.836149,714.369681,1118.588904,1179.635405,17.41205,23.224292,381.584359,840.42117,345.032905,270.168371,652.87928,932.854514
1688,NODE_467_length_15518_cov_45.451594,752.55473,1199.610067,702.940557,52.322611,996.040987,1571.915828,1522.968307,36.275075,72.575069,483.319893,1283.248309,525.287088,488.776553,1016.085286,1356.696355
1689,NODE_468_length_15509_cov_26.800440,555.043332,778.373297,437.378599,52.353286,709.361989,1038.210025,1151.553808,18.148171,41.149977,330.49329,707.420132,348.552476,296.401754,567.512356,879.518252
1690,NODE_487_length_15163_cov_36.172822,567.839417,918.526627,471.635357,43.517894,899.62822,1411.461151,1222.380946,13.924981,49.527731,425.982868,1043.631657,492.431618,353.769666,814.486052,1188.343093
1691,NODE_491_length_15077_cov_39.024631,627.02509,993.206349,696.755978,37.035094,907.824043,1451.529469,1291.785171,14.005249,37.35986,436.12271,1138.640843,478.191482,360.890318,799.807847,1241.015594
1692,NODE_534_length_14099_cov_37.905084,576.976974,903.759259,702.793461,36.030158,718.048255,1317.786573,1215.514561,19.983646,50.641232,495.492366,984.109293,432.535364,407.943499,761.256259,1078.809127
1693,NODE_540_length_13984_cov_34.253572,629.178885,960.475562,570.840443,58.127745,820.046843,1240.663013,1187.16755,15.112395,61.812273,406.323805,1016.91935,479.131371,329.067009,692.808694,1054.819511
1694,NODE_553_length_13713_cov_43.891273,593.403541,1110.589191,528.695273,37.056159,1121.865712,1656.005013,1392.274501,10.276349,57.565251,441.933409,1197.991682,526.301689,458.708324,855.908141,1366.305941
1695,NODE_566_length_13576_cov_32.518009,608.341789,822.158447,594.9293,56.151755,831.537562,1361.198234,1342.099317,5.190635,49.845263,352.455938,960.382524,375.866029,310.80884,676.946662,1129.351331
1696,NODE_568_length_13566_cov_31.921841,533.251445,860.270505,527.716326,44.954907,734.84826,1141.099524,1040.778307,15.583519,49.882426,354.856414,891.208136,285.037921,356.282692,591.230359,831.813303
1697,NODE_599_length_13084_cov_42.613708,732.898815,1166.911331,666.656503,50.517149,908.390957,1552.191795,1660.468363,32.329204,40.243669,485.605265,1248.400507,512.485503,422.349883,939.073792,1212.004904
1698,NODE_601_length_13033_cov_34.920789,569.204739,877.501104,542.479273,81.92787,863.065658,1274.625634,1352.213006,5.409544,23.087443,440.778912,938.688012,534.304196,347.461947,760.00653,1115.036809
1699,NODE_612_length_12894_cov_43.481268,631.55359,996.219406,669.462347,55.214675,893.665839,1463.092908,1356.525901,5.468582,40.843827,414.08172,1149.414562,500.12447,440.551651,872.03626,1212.194546
1700,NODE_630_length_12699_cov_37.864442,646.122084,1054.15621,585.830848,72.094108,968.523173,1595.561054,1377.603617,5.553611,35.553156,447.943181,1047.847446,379.231527,380.890671,796.704397,1126.125185
1701,NODE_636_length_12577_cov_37.532503,518.136177,1000.210821,606.18219,56.624031,876.599489,1385.303965,1252.01436,22.432664,29.918577,401.569016,1047.178473,451.341264,378.523662,807.853907,1082.584728
1702,NODE_641_length_12519_cov_31.260591,428.985565,866.130829,542.982856,16.254205,655.071199,1073.816852,1134.24657,11.26896,36.070692,408.089985,875.259462,416.745272,318.95968,714.780915,995.489645
1703,NODE_696_length_11813_cov_44.776748,690.114516,1238.316059,692.528581,60.335747,1022.74181,1516.861043,1550.659318,23.903114,57.38225,521.328402,1416.708466,495.494323,468.361671,949.358157,1456.604516
1704,NODE_716_length_11611_cov_40.017999,702.282974,1025.165058,483.009548,43.857064,871.87584,1455.768677,1241.504952,30.405862,45.417497,442.933988,1189.032657,422.664735,450.135314,767.83217,1208.718049
1705,NODE_732_length_11477_cov_42.335143,573.739402,1071.266148,524.196612,31.06338,1009.342922,1454.273912,1350.111827,12.306325,55.802451,448.175688,1052.723745,412.661484,482.250419,871.755513,1283.42454
1706,NODE_773_length_11023_cov_40.780999,740.278777,1058.858704,625.93663,46.230511,985.217908,1563.664214,1326.984234,19.230805,54.713629,527.565658,1165.661843,539.330139,474.469813,1010.771161,1356.925007
1707,NODE_776_length_10994_cov_37.338788,610.302166,1027.569193,585.767759,50.989657,784.469403,1221.061375,1306.006743,19.28227,61.717497,454.920227,989.694731,391.864637,300.83448,765.821818,1209.199372
1708,NODE_777_length_10990_cov_34.391861,720.532421,881.884581,552.498841,46.371351,859.497538,1270.372081,1294.221127,19.289391,65.170293,381.004034,1122.068346,439.050427,363.934034,708.932573,1246.461232
1709,NODE_881_length_10112_cov_34.364224,670.347958,909.146919,582.906147,35.323045,772.537605,1259.970259,1067.887968,13.993849,37.32427,385.804971,944.021927,494.830678,373.151351,746.563663,1081.695482
1710,NODE_912_length_9770_cov_25.901595,464.860438,854.789415,439.644067,41.805523,626.880948,1075.908636,933.06006,7.245871,30.921337,283.246063,771.32206,282.721363,291.780566,578.520974,739.007487
1711,NODE_1065_length_8805_cov_35.988686,613.174353,1037.989232,545.011209,63.897477,789.308065,1345.02817,1382.776432,32.217906,38.666656,473.917912,956.823336,324.084596,394.417731,843.943643,1152.966619
1712,NODE_1127_length_8501_cov_30.390007,556.962701,726.647528,564.816506,48.164147,695.090674,1179.411442,1019.099145,25.043858,31.169311,329.741595,812.133477,396.960902,308.847883,643.26876,853.557589
1713,NODE_1152_length_8359_cov_32.043353,588.395255,926.737119,596.668215,30.623805,789.321503,1186.892027,1077.222847,8.492492,45.298162,373.884851,863.566684,492.495291,360.392048,659.437483,875.284509
1714,NODE_1284_length_7772_cov_42.839964,641.562931,1071.957794,713.924498,26.387747,962.191892,1368.510634,1491.652985,9.147192,63.424883,515.597966,1216.37633,490.718937,497.607314,1040.992273,1219.613664
1715,NODE_1367_length_7431_cov_39.046095,630.677183,996.158004,585.380016,6.906231,840.360418,1439.80476,1598.031508,19.152094,40.859559,441.262008,1118.93402,490.36796,385.466343,868.421258,1308.132602
1716,NODE_1406_length_7307_cov_35.452289,658.276818,926.56572,696.863421,42.156101,748.038325,1449.92719,1337.73133,19.484274,31.175872,348.707785,823.994211,522.626221,349.747686,767.755189,964.249621
1717,NODE_1578_length_6778_cov_28.707571,530.891439,911.245209,478.774409,30.349782,665.128457,926.526202,1083.364193,10.520589,22.443626,363.570212,797.282101,346.319986,331.871084,542.499629,714.285662
1718,NODE_1601_length_6701_cov_37.412128,609.968189,1007.834833,525.908455,23.030202,892.668889,1398.023689,1106.245334,0.0,45.41514,451.049298,983.61596,337.416483,370.504451,776.004936,1114.513324
1719,NODE_1631_length_6623_cov_39.617235,534.399795,955.95502,602.261857,23.308053,938.156364,1365.779127,1345.5429,21.545621,40.217357,447.623768,955.838115,367.753981,363.248782,849.214583,1039.838981
1720,NODE_1685_length_6459_cov_31.843535,633.383455,854.11796,589.142585,103.630313,741.486645,1132.736337,1190.825876,11.053187,29.473842,409.247346,864.687215,350.370405,384.707847,628.914786,1039.780935
1721,NODE_1721_length_6372_cov_32.425202,661.418348,837.520203,451.663237,48.498997,809.672532,995.413925,1164.731989,22.415863,47.817918,331.978514,854.879408,368.938238,463.224589,604.502126,1072.676051
1722,NODE_1764_length_6272_cov_32.361107,656.649325,918.923979,533.059408,24.646109,889.001757,1288.343403,1140.314106,22.782476,60.749317,337.404538,865.937346,605.734758,309.727993,648.142783,959.768149
1723,NODE_1776_length_6250_cov_30.981275,645.324411,839.724985,549.837804,49.470221,656.248493,1084.717925,1089.929647,11.432373,60.96854,371.543751,911.136673,278.758286,248.675491,691.137631,916.475485
1724,NODE_1784_length_6229_cov_34.978782,480.757607,959.525079,536.820979,41.36778,680.709009,1349.690581,1181.189832,34.415749,61.17928,344.51199,1015.25449,391.61099,374.301028,781.9181,1126.097016
1725,NODE_1907_length_5928_cov_37.759748,650.348947,989.062685,533.342582,52.23086,700.544104,1108.441022,1162.167416,12.070333,51.494653,407.158822,997.422044,544.46972,315.029899,865.590926,1184.846507
1726,NODE_1965_length_5793_cov_28.975253,380.52631,755.626221,481.825608,80.223201,605.699195,825.397085,1272.439094,0.0,26.363678,320.305765,852.116191,316.423497,309.121469,586.01155,1061.580517
1727,NODE_1999_length_5753_cov_34.775184,500.347998,687.037633,485.25643,89.774129,618.042507,1095.779727,1340.851378,0.0,46.466014,430.125284,979.94366,424.912909,379.006579,523.801839,1028.440378
1728,NODE_2013_length_5724_cov_26.176574,609.964834,738.427725,373.96044,54.145113,766.480409,1063.49074,1037.707033,0.0,33.362799,339.71505,825.975441,289.835369,217.701218,674.847993,921.207247
1729,NODE_2108_length_5554_cov_34.728314,651.246775,898.675751,503.077609,27.925442,923.69546,1380.914322,1267.191438,0.0,48.178227,355.71849,896.190927,377.636696,406.987793,772.593742,1003.023091
1730,NODE_2115_length_5551_cov_39.909934,563.255099,1052.693226,637.584635,55.881952,741.031342,1322.885311,1464.849782,51.656265,82.637152,451.535493,1111.390102,582.513616,337.004441,811.291804,1088.093194
1731,NODE_2261_length_5299_cov_36.455759,579.262649,943.232564,527.921617,48.85088,960.623523,1428.640292,1407.409566,13.547046,86.684325,384.49266,1079.782878,478.933688,427.128974,722.58158,1285.498717
1732,NODE_2327_length_5197_cov_13.483081,177.294278,264.050518,197.472047,19.935875,294.000381,408.929644,447.879336,0.0,29.479149,170.551749,412.27517,117.943615,120.208249,327.644912,610.536339
1733,NODE_2335_length_5191_cov_29.662773,485.181717,687.349435,449.332743,19.95964,758.173351,1049.78357,1437.55717,0.0,29.514261,381.352603,906.733973,320.514122,451.317075,647.869753,916.896377
1734,NODE_2403_length_5109_cov_25.185793,336.827987,842.057533,584.628351,30.435308,534.946907,992.416246,978.684794,0.0,60.005291,347.161117,825.457545,514.452503,336.434468,550.21833,886.055001
1735,NODE_2433_length_5058_cov_14.523686,271.314841,311.224493,129.212411,20.501381,360.184587,502.225419,586.924902,14.213298,15.157317,191.111668,545.33045,207.92172,169.963888,370.628154,540.277947
1736,NODE_2580_length_4886_cov_27.407576,460.161175,735.494614,459.053689,21.247171,721.465509,972.02953,950.086673,14.73033,54.97872,308.992425,799.550232,341.179425,336.25146,506.319255,864.564123
1737,NODE_2685_length_4769_cov_38.408570,542.476122,923.355748,372.5939,87.145109,720.236967,1145.526868,1093.891194,15.104074,56.372408,391.372783,915.910229,589.190559,508.934243,760.837686,1013.175887
1738,NODE_2687_length_4768_cov_37.402928,439.239028,949.210281,509.975396,65.373009,739.86268,1478.049096,1281.281502,30.2147,64.439571,354.175924,982.600826,349.907739,262.732574,859.485334,1038.112657
1739,NODE_2721_length_4728_cov_20.601755,403.985582,588.742062,415.490735,32.972589,559.735348,901.49909,813.242383,0.0,32.501522,288.325613,722.910418,297.236823,231.898029,559.940182,602.328332
1740,NODE_2736_length_4702_cov_18.761997,432.508156,533.548907,258.672967,66.322489,434.539192,616.049689,744.86097,0.0,65.374615,163.898244,592.133174,261.569555,266.538854,417.815284,501.520255
1741,NODE_2821_length_4616_cov_49.541986,427.486965,756.065693,608.395124,157.737703,1711.162731,817.443494,952.723673,1890.312173,1840.778262,3341.140198,3651.944229,323.744029,135.833607,64.806457,140.578968
1742,NODE_2896_length_4532_cov_43.189189,1709.388161,1125.407542,956.899717,2443.460505,2184.279079,830.294792,574.399956,3769.504588,823.535458,736.160185,642.761712,1540.973634,1582.07129,531.191464,489.421083
1743,NODE_3005_length_4418_cov_34.768737,852.744935,1054.918744,742.610572,35.371896,989.969428,1313.931098,1277.29505,0.0,52.296274,389.969393,1055.393913,418.496068,408.622821,852.554774,1390.89304
1744,NODE_3087_length_4331_cov_40.220065,499.472955,850.184762,671.379677,84.255049,817.018128,1417.137491,1208.463048,16.689287,35.590266,350.045795,1110.062225,284.810548,525.931462,840.648721,1460.852772
1745,NODE_3217_length_4211_cov_32.034408,675.871268,904.521553,802.622791,37.17837,863.238469,1406.825558,1276.905922,0.0,36.642854,395.732181,1092.529172,481.748103,410.761377,696.94372,1026.168909
1746,NODE_3325_length_4121_cov_32.056321,495.866848,954.89256,683.955835,25.348435,928.026042,1425.325027,1155.165976,0.0,56.21112,440.844413,850.912518,449.839898,591.905951,708.133855,876.959576
1747,NODE_3329_length_4118_cov_35.929609,691.731566,1045.204531,661.65534,38.051457,951.377853,1173.114398,1105.776575,17.586899,84.380485,448.410454,937.573574,450.180472,439.48774,698.248371,877.624024
1748,NODE_3338_length_4110_cov_26.194575,436.973723,695.719169,388.647613,25.418987,635.530152,881.60964,1024.069828,0.0,37.578268,282.635006,784.33065,257.766398,325.494388,637.004749,749.653154
1749,NODE_3410_length_4058_cov_25.316513,534.408246,716.447809,463.980593,38.636835,494.473917,1141.862532,884.590853,0.0,28.559054,264.368636,624.24717,442.665828,291.018802,597.554085,774.84615
1750,NODE_3459_length_4028_cov_35.262774,753.966674,1115.333758,700.296511,25.957554,718.464351,1404.87725,1388.5775,17.995864,9.593396,555.032812,1038.611067,350.966157,391.023934,831.778537,1015.811802
1751,NODE_3468_length_4025_cov_38.844584,631.359107,1024.456202,513.946869,38.966536,939.363821,1365.012275,1166.621673,36.019647,86.407468,436.964171,1070.493916,461.000216,313.061097,757.718753,1001.866633
1752,NODE_3578_length_3949_cov_31.261428,534.05368,974.796953,381.228452,0.0,804.338555,1211.267933,1399.946963,18.370846,39.172304,362.615071,988.389241,335.882905,379.189934,718.46977,1112.126611
1753,NODE_3667_length_3870_cov_33.788467,352.912408,796.42472,316.300366,67.65593,869.692683,1279.588529,1054.381689,18.761788,40.004982,432.044092,1110.386116,320.158069,387.234576,733.750397,1135.79844
1754,NODE_3817_length_3777_cov_28.371306,641.680602,833.216441,499.043219,27.757776,718.502576,904.046707,1191.384615,0.0,30.773815,245.306081,762.434113,234.556973,480.764753,524.534758,1102.01746
1755,NODE_3826_length_3771_cov_38.138590,593.30336,842.781663,524.860151,27.803871,880.999852,1256.073544,1083.20212,0.0,30.824857,412.163698,1084.26734,305.430096,355.936068,936.591962,1293.078852
1756,NODE_3896_length_3721_cov_27.543099,501.351672,547.608657,506.837266,84.582075,654.249789,873.763344,930.817868,0.0,52.094808,289.343579,745.745214,285.889155,275.993505,498.027175,783.53828
1757,NODE_3955_length_3678_cov_34.055755,541.302123,755.85561,589.937611,28.538422,827.753132,1379.046819,1187.121702,0.0,10.546078,349.821598,900.029133,192.919395,279.353828,679.958008,1141.240271
1758,NODE_4016_length_3638_cov_28.680994,119.769659,25.484608,181.596657,548.462207,296.247051,60.644573,76.236959,1440.89732,1440.064153,946.309899,156.625111,536.622019,369.493709,415.032487,343.812344
1759,NODE_4032_length_3628_cov_24.432410,428.980384,655.988804,494.316491,14.474808,658.779206,1018.71049,860.131143,0.0,10.697843,297.088801,706.845962,244.621534,283.365548,547.042123,853.798648
1760,NODE_4045_length_3618_cov_37.979231,516.26292,1016.729121,626.192686,43.549921,777.26307,1524.837535,1571.868416,20.128131,10.728722,364.156689,1004.26181,441.590448,327.902029,751.373679,1185.59995
1761,NODE_4169_length_3534_cov_10.279966,176.365507,183.884258,26.736236,0.0,238.950845,296.893682,314.317351,41.257808,10.995317,101.783462,312.818013,125.71384,156.815167,378.916171,523.16971
1762,NODE_4215_length_3510_cov_29.676990,408.542326,1040.647663,350.042963,29.968668,755.530827,1164.562478,969.470804,20.776592,33.221814,384.41736,914.689797,531.775747,248.182057,492.422185,866.861993
1763,NODE_4237_length_3497_cov_9.423010,17.831803,141.653789,81.091534,15.04267,174.477977,221.176328,218.4814,0.0,11.116995,171.516504,326.490425,50.842344,113.247702,247.168984,563.094868
1764,NODE_4260_length_3484_cov_23.488481,429.634438,604.380173,298.489943,45.304388,599.295807,1015.024765,996.968568,41.877982,22.320778,378.809277,727.234645,382.80689,363.80412,446.641843,633.816851
1765,NODE_4291_length_3468_cov_40.387050,719.515457,1107.428962,545.314555,30.348913,1069.529931,1513.925281,1442.555821,21.040197,11.214264,510.400985,1337.99891,384.655931,525.487446,885.131836,1463.105186
1766,NODE_4438_length_3390_cov_8.789805,257.902167,265.24184,279.191782,0.0,263.403155,342.693771,348.800975,0.0,34.453597,141.749857,337.309664,157.572788,116.983382,178.74197,352.569585
1767,NODE_4704_length_3272_cov_29.702207,420.61677,939.768836,550.420574,16.129502,733.67153,1108.635825,851.719277,0.0,23.838196,239.060076,946.340388,163.539002,364.198967,795.04194,914.82946
1768,NODE_4742_length_3250_cov_37.313302,596.900087,984.691211,554.30846,0.0,949.3592,1244.928781,1212.840186,0.0,60.018909,333.358169,1002.699534,521.555294,415.684574,640.555436,1142.461163
1769,NODE_4896_length_3180_cov_46.179520,650.112956,1154.20482,537.207927,0.0,904.089841,1535.31471,1733.205997,0.0,49.125685,464.232831,1071.045885,477.455215,325.211112,750.957289,1508.295358
1770,NODE_4931_length_3169_cov_12.396275,138.406025,312.129004,239.624829,16.681224,267.749599,430.120503,572.500015,0.0,36.978667,199.682743,509.192863,84.564362,50.214552,342.590232,491.987108
1771,NODE_5080_length_3107_cov_26.132700,444.126016,791.844704,428.092677,34.063818,622.620481,1072.578033,899.231098,0.0,25.169957,339.791377,716.319561,546.824787,410.128698,629.616417,560.29387
1772,NODE_5082_length_3106_cov_32.317929,605.831606,1012.701574,367.060103,51.113058,683.59438,1519.998186,1191.884158,0.0,12.589241,271.925177,924.597162,316.69007,589.759199,545.852505,734.427259
1773,NODE_5199_length_3062_cov_21.290655,307.500534,508.927818,186.289326,0.0,277.55593,635.312549,639.18613,0.0,38.339084,207.029411,598.370936,292.258464,104.114613,440.451202,686.697108
1774,NODE_5207_length_3060_cov_8.297504,61.542446,132.412358,124.277813,0.0,138.873035,308.791879,182.750086,0.0,12.788489,147.979916,317.003167,29.245971,130.232597,213.268305,392.668827
1775,NODE_5221_length_3056_cov_45.951016,801.154899,1183.155267,653.352112,17.331623,1267.023594,1727.970344,1441.137285,48.062202,140.867242,582.856542,1269.764717,556.439769,625.975815,968.149648,1631.825263
1776,NODE_5297_length_3029_cov_35.066577,497.649926,906.000812,251.218467,17.494605,904.56445,1285.148811,1223.751969,24.257075,64.631799,458.697826,890.082567,502.545257,552.858949,675.449955,1091.501011
1777,k141_320145_length_3021_cov_29.4806,540.625571,1032.421052,472.340511,87.717433,719.405652,1049.386164,1597.624576,0.0,51.849693,369.98202,702.156936,266.796153,580.797369,662.924334,1074.650558
1778,NODE_5343_length_3012_cov_29.000000,458.893401,797.469219,505.406202,0.0,651.386843,960.336793,1231.018733,0.0,65.016181,290.899004,847.635975,416.323843,370.759076,693.926664,618.874831
1779,NODE_5390_length_2993_cov_38.913547,734.945132,834.088064,508.766603,17.716744,868.602206,1115.46541,1028.805693,0.0,26.180492,323.140043,1009.565188,538.857748,373.23365,785.894968,1205.851402
1780,NODE_5825_length_2853_cov_33.563617,485.936101,932.219221,468.104124,37.274059,631.09935,1466.335863,1623.112298,0.0,55.076543,393.009394,1036.782724,314.902567,364.49999,765.447791,1458.780349
1781,NODE_5890_length_2831_cov_7.888329,89.078352,165.862172,0.0,0.0,184.180467,177.399895,421.503944,26.053688,13.882273,107.091591,369.688376,63.498391,169.609335,293.261962,575.526137
1782,NODE_5889_length_2831_cov_37.063040,668.087638,939.885644,269.671152,37.58082,786.952906,1182.665963,1363.689229,0.0,27.764546,353.40225,1058.073629,444.488738,395.755115,509.349724,959.210228
1783,NODE_6136_length_2765_cov_16.933210,433.82138,453.487351,414.65935,19.266082,635.095483,788.075413,584.658316,0.0,71.165615,197.637017,562.052467,292.969879,289.806706,427.281179,633.810265
1784,NODE_6259_length_2731_cov_26.658445,636.756263,911.88499,1121.175713,1339.930283,951.70072,836.098979,708.152845,1281.043526,1243.383411,1067.71177,877.785471,1006.879209,986.686053,1018.988141,826.641836
