,locus_ID,20190709-RC1-AM-BOTTOMTPM,20190709-RC7-AM-BOTTOMTPM,20190716-RC1-AM-BOTTOMTPM,20190716-RC1-AM-TOPTPM,20190716-RC2-AM-BOTTOMTPM,20190716-RC7-AM-BOTTOMTPM,20190716-RC9-AM-BOTTOMTPM,20190723-RC1-AM-BOTTOMTPM,20190723-RC2-AM-BOTTOMTPM,20190723-RC7-AM-BOTTOMTPM,20190723-RC9-AM-BOTTOMTPM,20190730-RC1-AM-BOTTOMTPM,20190730-RC2-AM-BOTTOM-BUOYTPM,20190730-RC7-AM-BOTTOMTPM,20190730-RC9-AM-BOTTOMTPM
288,NODE_3589_length_3937_cov_9.108707,189.08758,179.931872,191.21591,106.330369,130.524854,251.399583,228.212076,129.004237,216.13101,189.461061,297.459112,179.706017,40.041085,191.832931,165.841139
289,NODE_3599_length_3924_cov_7.940553,31.623294,157.002288,143.904027,146.70892,130.973333,140.146509,176.152308,147.942303,246.450226,243.346341,208.036229,90.162972,60.268313,65.748738,181.542206
290,NODE_3609_length_3919_cov_8.020963,126.6612,149.350348,144.094195,93.484332,143.069069,252.59766,88.19297,148.138966,138.195387,190.366787,244.541378,90.282758,80.464249,153.617543,181.783586
291,NODE_3614_length_3915_cov_7.276943,586.431232,377.707623,24.041115,40.107367,190.960915,14.048081,52.971988,129.75959,49.407981,45.736617,81.60065,90.378817,80.549651,76.890495,166.81239
292,NODE_3666_length_3871_cov_7.780922,112.260094,199.052587,145.945705,67.63771,144.909925,255.849078,160.79467,150.053882,189.972548,215.963933,171.482112,68.586836,61.125886,100.029942,199.478412
293,NODE_3687_length_3859_cov_7.015510,128.712889,143.782282,97.610694,54.285604,109.033174,156.856977,215.086373,225.810556,190.587767,208.925384,230.101058,0.0,122.646906,66.902708,61.57701
294,NODE_3705_length_3849_cov_8.428308,32.265329,184.219271,146.81031,54.432672,85.032253,271.665642,179.72309,150.948195,291.684293,209.490771,267.640988,114.992282,81.985427,33.541923,123.487725
295,NODE_3706_length_3848_cov_6.843132,177.507362,144.210652,146.849854,81.671134,85.055188,185.926647,143.817343,226.483648,251.520038,139.698319,166.167049,46.00937,61.505681,190.122374,154.401494
296,NODE_3723_length_3836_cov_7.435335,97.137827,208.9835,98.217363,54.625056,109.711773,301.318701,162.321119,227.222521,232.152491,140.153576,213.017883,115.398452,82.274287,89.761065,108.433724
297,NODE_3722_length_3836_cov_10.486644,113.327465,233.096981,98.217363,122.906375,146.282364,344.36423,270.535198,227.222521,232.152491,256.948223,287.111059,69.239071,61.705715,157.081864,216.867447
298,NODE_3738_length_3827_cov_7.278632,113.60522,145.035577,172.299423,136.897608,146.639489,273.287507,180.798144,170.834886,202.366319,187.329296,259.962775,69.408799,61.856596,112.476376,139.756816
299,NODE_3751_length_3820_cov_7.549535,81.301568,193.750205,73.982896,96.011494,183.648075,288.218551,144.914328,114.107609,273.716113,218.968124,186.042942,69.541385,20.658153,90.152987,46.674667
300,NODE_3838_length_3763_cov_5.984358,181.689093,205.01233,50.096917,41.798352,37.307555,175.653292,128.8,212.504696,175.061337,174.763459,75.59482,47.09345,83.934913,103.024644,158.042533
301,NODE_3840_length_3762_cov_8.480173,181.739463,205.069181,125.276827,55.746599,174.149998,307.478176,202.456022,115.943812,185.41043,254.271844,217.395463,47.106508,146.926722,148.854638,110.660474
302,NODE_3902_length_3717_cov_9.917258,83.652443,215.966932,152.220993,141.128554,214.128571,192.739535,205.009513,176.114517,198.182483,313.807418,210.575,95.403415,63.762157,162.330497,272.145378
303,NODE_3907_length_3713_cov_6.465008,117.245078,108.104893,126.992655,56.514936,163.928717,178.112702,93.290732,176.31266,219.289951,177.218509,191.647399,119.388357,85.111553,81.256511,128.212533
304,NODE_3931_length_3696_cov_8.536940,117.807943,192.180956,204.158362,56.786474,114.03174,164.050943,168.728168,157.475346,230.834798,129.504737,202.197515,71.976968,42.759581,151.629542,193.243017
305,NODE_3948_length_3684_cov_7.644530,101.321593,125.761699,128.030466,99.714518,177.98341,329.213453,112.867306,177.762637,157.922321,170.552743,260.853754,96.295673,21.452311,70.220872,96.950386
306,NODE_3971_length_3665_cov_8.404155,84.891701,177.019676,25.743932,71.610511,153.379619,135.404558,208.041623,238.300831,169.361937,204.137655,369.118253,121.02126,86.272587,117.668408,129.967617
307,NODE_3991_length_3653_cov_7.456643,153.329248,194.543962,129.158773,86.227645,166.728922,256.638313,265.687063,239.11896,265.535462,213.031211,175.446346,24.287298,129.851717,82.650496,114.112181
308,NODE_4002_length_3645_cov_8.574652,102.453806,211.94567,233.015732,172.850922,141.400369,196.701015,247.273989,239.667506,212.915108,238.156207,234.465622,48.685958,43.382877,118.342832,147.05231
309,NODE_4080_length_3596_cov_7.313188,173.187847,240.760277,105.028926,43.828585,104.294885,199.491467,154.331808,121.541527,205.148457,191.571216,247.719096,24.689677,87.998178,156.036802,116.004368
310,NODE_4088_length_3589_cov_7.201188,138.832695,172.322267,236.794062,102.475333,195.949856,169.143259,154.645867,182.684215,216.385749,200.307734,278.011945,74.220038,110.221378,84.191113,166.058682
311,NODE_4094_length_3586_cov_7.713962,138.954084,198.343927,157.999955,58.608577,130.74698,200.070703,96.738035,264.108109,140.773667,150.362111,159.003123,99.046592,176.508015,156.49166,149.583626
312,NODE_4098_length_3583_cov_8.716270,260.76691,215.779945,105.424961,73.324887,117.774829,184.841658,213.00961,244.005622,216.764326,275.905028,218.820966,74.349964,66.248285,144.580279,116.444741
313,NODE_4103_length_3580_cov_8.024965,139.1975,129.581398,184.654363,58.711333,144.072566,246.670599,155.051541,162.813012,238.649523,167.36158,298.654057,198.440262,22.102055,132.648027,166.495487
314,NODE_4124_length_3564_cov_8.432887,244.738895,173.586313,132.511481,117.974239,78.952309,263.312918,175.250271,102.236107,185.27615,201.776152,150.029141,49.842944,66.616576,157.501743,150.549957
315,NODE_4147_length_3549_cov_6.549513,122.910251,156.918313,159.712511,88.872049,118.94964,140.014689,97.790813,225.914271,197.041381,160.44517,130.600941,75.094892,89.213651,133.8598,184.819566
316,NODE_4192_length_3522_cov_6.923565,70.797622,193.327396,53.661944,104.516195,173.188033,203.858972,236.576723,165.619876,165.517311,178.755645,162.030923,151.394344,0.0,122.666726,135.49322
317,NODE_4279_length_3476_cov_7.195849,143.556452,213.824628,299.204758,75.689358,121.552944,206.671624,99.936594,125.936834,257.307019,189.860724,184.814291,76.745837,68.377162,136.802705,68.685975
318,NODE_4334_length_3445_cov_4.985841,108.681802,197.853251,82.365629,30.56126,27.265167,160.470226,80.701256,84.74963,79.048388,78.401863,124.372617,25.823029,69.019742,112.984317,104.000786
319,NODE_4332_length_3445_cov_9.417699,108.681802,242.819899,192.186468,91.68378,163.590999,224.658317,221.928453,169.499259,135.511522,165.515044,259.109618,77.469088,92.026323,138.091943,242.668501
320,NODE_4423_length_3401_cov_6.455768,73.436634,200.535884,55.650268,77.439704,151.982083,227.691402,102.241499,214.748441,171.684469,123.610974,147.071947,157.038722,69.952808,76.344064,105.412054
321,NODE_4445_length_3385_cov_4.934835,110.700593,155.727351,55.924272,46.694184,166.616259,245.158659,41.098816,215.813098,126.525325,150.842273,158.359125,0.0,70.29839,76.722303,70.62319
322,NODE_4510_length_3355_cov_7.034545,186.230628,166.434017,112.890737,172.818531,196.19978,263.944202,207.417061,174.270439,139.321046,107.474725,170.503005,106.19768,70.955646,38.720849,160.393516
323,NODE_4512_length_3354_cov_9.181267,149.031073,203.48296,225.851622,141.441219,140.186311,247.524726,145.237246,239.696822,301.956585,197.098565,277.154159,106.230883,260.25181,142.020837,124.789552
324,NODE_4550_length_3341_cov_7.627815,224.458728,139.304634,113.383769,31.559746,140.755728,198.824476,187.49414,240.675696,139.932974,161.920209,331.803977,79.99831,23.75553,116.673081,143.199197
325,NODE_4553_length_3340_cov_7.596651,112.2646,157.928168,198.483514,78.92416,98.559805,165.738872,104.196055,131.318905,139.976889,233.95815,192.720979,186.721339,261.392651,64.838733,179.055259
326,NODE_4685_length_3279_cov_8.183002,152.608843,236.783461,144.524982,80.466641,143.536309,236.546341,318.680397,178.513709,297.310075,192.654506,218.323815,81.586248,96.902713,132.210027,164.299912
327,NODE_4783_length_3229_cov_9.634846,174.477386,221.385045,176.233013,49.065999,87.516018,223.207784,345.44427,249.452307,241.71493,279.695471,244.070185,110.551347,123.093025,147.796955,148.422551
328,NODE_4846_length_3202_cov_8.255799,234.697877,145.661299,88.892329,132.003154,88.28784,173.213258,196.030928,205.907483,207.277416,169.303724,201.466846,83.648346,49.672264,135.551679,243.3263
329,NODE_4868_length_3192_cov_7.522474,117.735323,165.626529,118.910865,115.88343,88.577166,156.403045,152.969568,91.816036,207.959595,188.734403,190.90202,27.974608,199.341412,95.198666,93.89555
330,NODE_4920_length_3172_cov_7.261790,59.257887,137.302772,149.617558,99.987728,133.742316,244.8995,175.979029,184.850474,320.163256,218.482771,180.865962,0.0,125.411911,54.759922,113.42246
331,NODE_4964_length_3154_cov_8.043240,79.484721,276.254194,90.305837,50.294209,209.286271,87.986793,154.904044,209.206062,136.266283,238.906034,204.697939,84.987398,75.697471,206.582441,76.069344
332,NODE_4975_length_3151_cov_7.517119,39.782155,108.637138,241.055136,83.907696,224.458744,334.683158,155.058852,186.14732,74.401454,220.013546,204.903327,0.0,126.288415,151.645514,38.072802
333,NODE_5124_length_3091_cov_7.155468,101.487781,191.481804,153.717903,154.123333,122.145723,269.599322,226.030441,71.233092,177.149382,204.985382,185.866144,86.811361,103.089278,140.677381,77.703571
334,NODE_5150_length_3079_cov_7.792989,163.046829,303.580844,0.0,51.585486,122.644532,90.233611,113.478103,238.418998,241.40319,225.428774,279.945783,58.111797,77.633321,127.129342,156.045691
335,NODE_5154_length_3078_cov_8.849818,183.490434,263.193436,61.758802,172.010504,184.029424,306.898771,136.220217,190.800512,190.646634,156.873644,303.378569,87.197522,51.773201,155.433475,156.099141
336,NODE_5217_length_3058_cov_6.082917,369.509063,305.777561,93.272144,51.959012,138.968235,36.353373,114.297335,48.029059,51.189179,29.616364,93.99171,146.330617,52.12882,99.593789,137.528888
337,NODE_5264_length_3039_cov_8.578753,144.644627,184.675584,93.882478,69.735541,233.131978,329.326134,92.039044,314.24753,193.223422,139.119836,236.530605,147.294828,26.235607,114.571481,336.201809
338,NODE_5283_length_3034_cov_7.697885,103.497017,154.163673,125.392562,157.177732,140.1209,183.275278,138.297847,193.719261,116.135296,119.452578,213.248035,29.510137,105.124132,200.848369,237.731581
339,NODE_5325_length_3017_cov_6.291357,166.578811,217.111528,31.533078,52.70409,109.627006,184.358975,92.745095,170.51214,116.824776,210.283152,214.517403,89.056367,79.309996,144.315442,179.359059
340,NODE_5424_length_2983_cov_8.391052,42.145363,272.037462,255.276623,124.456178,142.634941,261.191387,187.715652,320.476182,236.457186,273.613087,337.714256,90.127256,107.014106,219.076247,181.518099
341,NODE_5457_length_2976_cov_6.958576,63.374907,136.356348,255.905691,35.647232,158.874516,243.133912,305.793282,222.419193,197.536354,182.861149,205.550683,0.0,107.278832,102.489318,60.656358
342,NODE_5486_length_2965_cov_6.150859,148.453631,168.480356,128.450257,71.573831,127.594601,168.97935,165.301146,198.480629,145.426766,101.98703,157.802469,151.174484,26.924371,161.685229,40.596066
343,NODE_5550_length_2947_cov_8.081950,106.72191,158.968949,64.636299,54.026799,160.51619,151.167726,237.663723,224.73165,199.587057,318.197149,378.729478,30.429857,81.292236,133.140942,183.861527
344,NODE_5564_length_2941_cov_9.828482,192.513133,148.690652,32.387264,72.191027,144.774082,189.364709,190.539589,225.216106,213.351112,236.589956,306.086212,152.47702,108.62235,222.379557,225.204215
345,NODE_5576_length_2937_cov_7.400416,64.263307,159.540543,162.167527,144.589858,144.981161,170.672139,190.812973,150.360159,227.011317,216.327368,282.005089,0.0,108.778041,178.159489,205.025841
346,NODE_5636_length_2915_cov_7.015734,64.775531,192.975163,196.141256,36.43589,113.657264,191.140187,192.330719,227.339778,228.819872,228.434304,185.385598,184.696402,54.82119,134.684913,206.66218
347,NODE_5645_length_2911_cov_8.213235,129.739083,203.991737,130.94928,164.199719,211.382527,133.991408,216.68543,227.670057,94.356624,270.35946,235.163327,123.309678,54.900506,104.907002,124.177504
348,NODE_5695_length_2896_cov_6.488560,43.483016,215.903599,32.915201,128.410502,114.440965,173.212967,193.661065,152.611464,135.532445,198.651071,211.563307,61.992306,137.999984,180.824942,41.619309
349,NODE_5817_length_2855_cov_9.308214,110.358219,197.264852,100.23426,37.24642,232.338977,253.977518,196.595467,206.574946,316.455661,212.280223,416.932062,125.867705,28.017758,122.380908,190.13457
350,NODE_5836_length_2849_cov_7.113099,110.603996,120.819315,133.941181,111.988383,99.794428,215.380375,98.516183,155.276613,248.212237,159.564589,164.612595,0.0,84.239872,137.985218,148.212231
351,NODE_5849_length_2846_cov_11.766392,110.727295,252.903924,234.656488,130.798922,133.20678,313.628114,345.190206,181.358208,262.293734,330.134278,367.623018,126.288748,140.555803,153.487866,211.968111
352,NODE_5945_length_2819_cov_7.226483,89.47959,155.502236,135.438505,113.250846,100.912155,237.593465,224.152114,287.882819,125.502945,204.390138,217.692297,38.622395,102.052386,139.539427,107.059631
353,NODE_5950_length_2818_cov_7.527325,156.648081,188.895073,203.233489,132.175654,100.949844,178.261688,224.236102,183.267021,265.0501,161.4212,204.963982,63.808433,56.811539,31.020408,42.839955
354,NODE_5954_length_2817_cov_8.855902,134.320222,188.966055,135.539518,151.114697,100.987561,217.956844,199.395691,130.95424,237.239128,183.012718,269.116515,63.832407,113.665622,155.160319,278.564448
355,NODE_6041_length_2793_cov_7.888605,22.590365,224.336218,205.145295,57.184115,203.802606,219.930013,125.753579,132.146853,140.821346,184.676934,245.706678,64.413256,143.370402,172.229455,64.869724
356,NODE_6059_length_2788_cov_8.765459,181.066097,168.571774,34.25533,76.39043,153.140626,200.314178,201.586962,185.357274,155.197476,228.563335,285.043982,129.071199,114.913408,94.121772,129.986148
357,NODE_6098_length_2777_cov_8.965834,136.369266,169.279208,103.193921,134.244692,153.779559,301.725584,379.557723,186.135697,184.184247,338.817833,117.099244,64.806398,86.545427,189.033443,174.042939
358,NODE_6214_length_2744_cov_6.707698,115.089491,148.579244,174.165611,135.957666,121.122363,224.071589,102.502591,80.790298,215.227592,66.413105,158.127108,32.816301,204.504654,95.72171,154.231292
359,NODE_6359_length_2705_cov_7.756604,93.479689,255.288663,106.085395,98.599509,193.229689,165.440816,52.033339,164.05444,276.788739,213.523049,294.344052,33.318299,0.0,242.965015,246.075289
360,NODE_6487_length_2672_cov_8.453573,118.381544,152.830863,107.465511,59.936206,177.953256,251.39805,316.283721,193.908907,191.863285,250.477076,203.326701,168.776103,240.382182,82.050396,203.977666
361,NODE_6499_length_2670_cov_7.577820,71.085408,117.655723,250.950722,79.978564,160.284562,167.731292,237.40099,166.33995,221.55666,205.098679,271.318378,33.782069,30.071585,114.961923,204.140101
362,NODE_6522_length_2664_cov_7.718283,71.255394,141.524615,71.87034,100.212548,124.962182,231.179201,396.612307,222.317547,207.280435,239.85372,217.575026,33.862872,60.286498,148.161732,204.628962
363,NODE_6613_length_2636_cov_7.488570,120.09922,143.122378,218.025273,101.344806,108.312242,233.774589,53.477043,168.621973,209.618379,254.109716,220.036558,68.490242,91.446741,83.241235,114.967567
364,NODE_6625_length_2634_cov_6.877084,192.313775,131.301395,181.833159,20.285332,180.665195,170.154331,107.04017,112.505441,194.802581,208.0756,233.977922,102.818265,61.013506,149.955132,92.048361
365,NODE_6695_length_2617_cov_7.688134,169.436432,168.265159,109.847272,122.55337,90.952688,128.492285,215.555041,169.924704,196.146887,197.872081,291.032241,0.0,153.583287,150.990798,185.369711
366,NODE_6716_length_2613_cov_4.119234,96.978372,60.192528,220.049231,40.917678,72.879865,21.450047,53.976247,170.201532,196.465896,151.560056,166.575442,69.131254,246.131737,134.432503,92.8359
367,NODE_6731_length_2609_cov_7.678152,121.420549,132.639486,73.468355,61.476675,18.24949,193.363428,135.160044,113.652843,211.923323,245.226645,180.751602,138.487923,92.449316,84.157298,162.728016
368,NODE_6748_length_2604_cov_8.648097,24.333687,181.241431,478.511543,102.670556,146.292239,193.756117,243.783601,142.356422,197.187472,234.025765,195.053979,69.385363,92.637395,168.658312,209.649504
369,NODE_6858_length_2575_cov_7.769841,147.75166,220.096917,260.722903,83.121869,129.530524,283.205776,191.876151,172.877094,153.49926,189.462993,239.696707,105.325529,156.239211,102.407931,165.017589
370,NODE_6886_length_2570_cov_6.307356,148.057551,134.782245,74.645244,41.647082,92.712216,240.129131,384.544895,115.490278,153.816872,201.720991,169.548865,35.181214,31.312305,171.033339,165.359736
371,NODE_7115_length_2520_cov_7.297769,50.395864,225.217293,114.315584,42.528618,189.320721,133.733458,280.467634,147.418394,204.186851,133.283394,288.571074,35.925166,31.971866,87.325054,72.368955
372,NODE_7196_length_2507_cov_8.597471,177.3604,125.812537,153.256274,106.909909,209.396797,201.70283,197.409786,237.174624,189.521294,219.304936,261.15318,108.371329,160.739644,70.246265,145.539099
373,NODE_7394_length_2465_cov_7.168880,103.191422,179.341234,39.004824,43.542437,116.280142,342.249263,200.98996,181.11894,209.045373,161.265084,162.502967,73.56144,65.460476,89.404718,123.491066
374,NODE_7436_length_2457_cov_5.707744,129.437525,218.528586,0.0,131.081828,38.893905,45.790928,28.812382,181.749109,161.362612,136.929025,148.244727,0.0,0.0,107.658595,74.352528
375,NODE_7580_length_2430_cov_6.920421,104.778909,143.079642,277.198386,44.21315,19.676289,92.662564,116.613805,153.257238,212.259394,251.914934,255.015007,186.733533,33.231857,36.312204,125.393856
376,NODE_7647_length_2417_cov_6.091871,131.726323,143.902248,159.301593,66.701346,59.365954,163.086093,234.56453,0.0,114.949956,202.689529,241.397233,75.122784,100.266335,91.302363,50.446251
377,NODE_7715_length_2404_cov_6.021286,185.482796,184.207378,120.160839,201.262157,99.511519,234.319072,147.448042,186.037345,165.162822,152.895365,151.747734,113.335681,33.614557,110.196302,76.107453
378,NODE_7722_length_2402_cov_8.016617,53.042252,223.879555,280.622686,156.676738,139.439333,281.431716,147.57894,93.101566,247.964601,242.29968,212.636434,37.812194,33.644361,91.912008,126.958834
379,NODE_7726_length_2401_cov_9.008951,238.796402,210.804021,80.213299,134.354214,119.572301,328.482345,118.115581,186.286135,198.459946,140.341184,212.731364,37.829033,100.977847,147.124704,177.821628
380,NODE_7729_length_2401_cov_7.289429,159.197601,197.628769,160.426599,67.177107,179.358452,258.093271,206.702266,248.381514,181.921617,216.890921,167.146072,75.658066,168.296411,165.515292,50.806179
381,NODE_7740_length_2399_cov_8.849403,159.339482,237.365971,280.9946,89.649406,99.731823,164.386709,206.886012,217.527759,231.74283,217.084119,288.964865,151.451026,33.689165,110.441898,177.980362
382,NODE_7984_length_2351_cov_8.300523,325.644291,269.507012,41.011742,114.514334,122.276943,191.952732,150.997186,127.021885,101.487807,195.729173,233.130448,154.762215,103.267884,150.475379,129.912037
383,NODE_7997_length_2349_cov_6.514821,190.132324,148.364031,123.146389,45.847543,101.98973,0.0,151.134464,190.706726,186.230475,78.362997,264.456029,77.451663,172.269413,37.653146,182.042912
384,NODE_8083_length_2333_cov_6.038630,136.806432,135.867607,248.085945,115.461957,82.187209,193.529672,182.690092,96.054714,255.814968,171.033053,188.050031,0.0,69.411956,132.75438,130.987419
385,NODE_8206_length_2314_cov_8.084551,220.816512,137.063764,250.249541,69.887633,103.632076,195.222575,122.862317,129.201448,103.225886,145.993122,331.991823,157.415101,70.020349,95.659261,211.427245
386,NODE_8392_length_2284_cov_4.685061,55.981978,125.096327,126.871826,70.87373,63.049494,49.489182,31.147207,32.756087,87.232881,201.885147,128.260326,39.90845,71.002989,19.401511,26.801425
387,NODE_8596_length_2248_cov_5.374829,56.94483,155.526412,0.0,96.125882,85.501993,201.340527,348.495914,133.280892,106.47871,136.903676,228.327493,121.785159,144.438373,118.411854,54.526373
388,NODE_8654_length_2240_cov_7.231121,114.326625,198.702509,43.174756,168.866614,214.569482,252.635317,190.815991,167.241178,124.701471,123.685782,245.577998,122.252557,181.237831,79.244208,82.103908
389,NODE_8713_length_2232_cov_6.098300,57.383478,170.972715,130.018493,0.0,129.234127,202.881856,223.473702,235.040649,107.298384,179.344958,279.396892,40.907852,36.386597,139.21165,164.841364
390,NODE_8951_length_2199_cov_6.292444,204.084565,115.822792,176.130225,49.216721,153.190204,180.369501,356.826354,68.240097,72.686307,154.201942,250.518668,0.0,73.943113,60.62563,111.671508
391,NODE_8975_length_2195_cov_7.119159,175.272608,174.074985,220.590363,73.970036,131.561535,180.720919,292.519642,170.935195,345.936454,210.687425,184.074989,41.649997,74.087482,161.985428,55.945424
392,NODE_8979_length_2195_cov_5.592056,29.212101,159.568736,132.354218,73.970036,153.488457,180.720919,65.004365,102.561117,182.071818,182.595768,133.87272,124.949992,37.043741,182.233607,111.890848
393,NODE_9007_length_2191_cov_7.343165,58.538979,188.951882,221.019608,98.820749,131.818177,155.206036,162.829269,239.780052,72.971707,197.027686,318.574231,83.463691,74.232417,162.303757,84.083288
394,NODE_9025_length_2189_cov_4.464386,87.894805,130.941522,221.234858,98.918052,21.991146,25.892946,97.79335,137.152078,182.608518,112.697885,50.350803,0.0,0.0,20.307924,0.0
395,NODE_9063_length_2183_cov_6.875940,146.924726,131.329085,221.88313,99.211115,110.278732,259.690626,98.081845,275.116785,164.833552,268.44887,84.16703,83.79302,37.261996,142.576159,140.692585
396,NODE_9061_length_2183_cov_7.649906,117.53978,175.105447,44.376626,99.211115,198.501718,311.628751,98.081845,206.337588,91.574196,169.546655,336.668118,125.689531,111.785989,61.104068,112.554068
397,NODE_9082_length_2181_cov_7.581373,29.413951,146.065315,88.840026,74.481892,132.464186,129.972672,65.452259,172.117958,109.997436,197.999575,219.050953,83.875759,149.19449,101.940674,197.164398
398,NODE_9155_length_2171_cov_7.415879,266.038617,161.469167,44.638228,49.901241,44.372186,182.858525,164.439951,242.162002,221.085326,184.768164,270.942524,126.437876,187.414193,122.935765,84.918899
399,NODE_9178_length_2169_cov_3.266320,0.0,117.548786,134.046385,74.926297,66.623902,78.445262,98.761664,69.257944,18.44206,99.589287,50.852325,126.563467,37.5199,0.0,170.006748
400,NODE_9234_length_2161_cov_6.807692,118.828783,132.769996,269.151582,125.375875,133.775388,105.00811,231.360221,173.836295,203.671091,214.256148,136.148645,0.0,75.337767,123.548774,142.238272
401,NODE_9257_length_2158_cov_9.875892,148.758438,265.937874,359.401062,25.112784,178.632413,368.075291,99.302456,348.194018,203.975918,214.576848,153.397331,84.839136,150.90023,164.978493,85.471009
402,NODE_9406_length_2139_cov_5.614203,180.219557,74.579375,181.404609,101.414483,112.706684,318.494724,100.250633,140.613227,93.603582,158.862336,154.870872,85.65182,76.169509,104.099292,143.818298
403,NODE_9402_length_2139_cov_8.988484,120.146371,164.074626,45.351152,50.707242,112.706684,345.035951,100.250633,316.37976,205.927881,259.95655,223.702371,42.82591,76.169509,187.378726,86.290979
404,NODE_9674_length_2108_cov_6.466147,91.540015,196.985597,46.063855,25.756639,0.0,215.677766,373.402868,249.98446,209.194136,117.368966,157.336815,43.505868,0.0,126.902554,233.768361
405,NODE_9747_length_2100_cov_8.175550,122.555346,121.720723,46.25143,129.313662,160.929843,297.768572,170.424589,143.436628,171.862306,162.045681,175.539986,0.0,194.224995,127.424666,234.73161
406,NODE_9755_length_2099_cov_7.040117,30.654596,137.006285,92.549968,25.876056,138.010297,135.418511,204.61439,215.265772,133.739392,162.128983,245.882794,0.0,77.729784,63.745116,264.209146
407,NODE_9838_length_2088_cov_6.713724,154.145155,107.167108,372.285388,78.070563,69.394908,163.420755,137.183502,216.492479,172.928417,177.873815,194.296487,131.868381,117.255193,64.10797,88.571797
408,NODE_9850_length_2086_cov_6.989168,61.72192,107.278153,46.583387,0.0,231.554155,136.324066,137.325157,108.35851,269.278161,103.867123,212.180031,0.0,117.376092,149.740237,88.6637
409,NODE_9881_length_2083_cov_6.858481,154.544887,138.143769,139.965426,26.091108,115.955884,273.069525,103.153642,72.351569,327.489027,326.94714,141.674154,44.070152,0.0,107.123787,148.003189
410,NODE_9926_length_2078_cov_8.541770,216.925377,123.113881,93.550451,104.636188,255.761274,219.0198,206.842072,435.239726,193.14111,148.99849,248.576456,176.739079,117.862192,214.8048,59.355486
411,NODE_9946_length_2077_cov_3.981207,62.010924,153.972456,0.0,0.0,46.526063,27.391623,34.49156,181.444373,115.944914,104.353173,88.823642,0.0,78.615492,64.474978,0.0
412,NODE_10000_length_2070_cov_7.326055,186.712751,139.081977,187.874602,105.073953,186.779417,192.437502,34.617254,182.10855,155.157881,149.620527,356.597432,44.369404,39.450778,86.280966,119.2078
413,NODE_10068_length_2063_cov_6.379980,62.465906,170.613011,94.278429,79.09501,0.0,82.773735,69.487734,109.666564,233.590025,165.185994,268.432414,89.064458,118.784566,173.195204,59.822974
414,NODE_10077_length_2062_cov_5.241156,62.49866,170.702517,141.491045,79.136547,234.446321,110.422461,104.286091,146.29887,58.428105,75.12389,179.049083,89.111175,79.231047,86.643026,119.708805
415,NODE_10076_length_2062_cov_5.535625,218.745311,108.628875,0.0,26.378849,117.22316,248.450536,104.286091,109.724153,97.380176,315.520338,161.144175,133.666762,39.615524,194.946808,119.708805
416,NODE_10099_length_2059_cov_8.560878,156.492824,279.771712,141.71171,52.840947,140.887758,138.244077,174.083171,183.162137,253.587083,316.017151,131.257895,89.251619,39.677658,130.169374,89.923327
417,NODE_10110_length_2058_cov_7.297554,62.630022,139.959397,283.570836,26.434378,117.467694,165.979473,313.513863,109.955113,97.584707,165.619721,305.025289,44.649266,119.09524,151.944095,149.951112
418,NODE_10160_length_2051_cov_7.342184,125.722476,234.127261,94.869019,79.596354,70.738854,166.588079,139.852346,110.361643,195.889421,317.349668,216.109454,134.442468,79.688616,118.475245,180.606903
419,NODE_10194_length_2048_cov_10.199197,94.441281,343.931089,237.544561,132.871141,118.083513,278.083797,210.109946,368.455971,176.579662,227.037331,270.566305,314.196374,199.535816,174.56799,211.042599
420,NODE_10250_length_2041_cov_6.680262,94.791786,188.295374,190.733719,53.346015,142.222132,223.287065,140.591575,147.930189,216.619995,182.303543,162.944265,180.207345,120.163798,109.510062,151.305252
421,NODE_10287_length_2037_cov_6.802220,31.664415,204.420404,238.918654,133.648914,166.275782,391.57715,176.111825,185.306312,296.018239,137.018063,90.717616,45.147616,40.139339,109.742883,121.301948
422,NODE_10356_length_2030_cov_8.465823,286.043599,205.18392,191.841108,134.148619,95.366732,308.80845,212.120709,185.999117,158.465341,290.339532,327.806627,135.948641,80.576997,198.274878,243.511311
423,NODE_10779_length_1985_cov_7.863731,65.128234,145.545075,196.508495,274.90486,170.963413,57.517881,108.66006,228.695523,182.65379,203.534909,335.89431,139.29259,206.372501,112.862199,280.699613
424,NODE_10883_length_1974_cov_6.179260,0.0,178.964669,49.42104,0.0,122.849357,231.452925,182.191742,191.733798,102.08748,126.009161,150.192163,46.711724,0.0,158.962881,188.266903
425,NODE_11049_length_1957_cov_7.608833,132.280313,229.923035,49.882257,111.673234,74.399437,146.012967,0.0,116.127188,103.04979,174.896003,189.517332,47.152528,83.825493,160.462989,158.372052
426,NODE_11071_length_1954_cov_7.473407,132.50089,148.054265,249.822718,111.859751,49.681675,321.76035,110.526381,77.547421,247.731589,191.113585,208.817886,47.231182,83.964606,160.730658,63.454667
427,NODE_11221_length_1940_cov_6.240318,33.385013,182.375147,50.352164,84.553849,125.170488,176.872173,148.520553,117.234832,62.418249,144.458591,229.594112,47.60173,126.929925,115.708343,159.88332
428,NODE_11283_length_1934_cov_9.201703,401.971238,149.719528,303.120804,113.119298,150.707082,147.886969,186.274773,196.051377,125.257186,273.785864,307.161486,47.762323,169.807907,208.97768,192.508342
